id,price,bedrooms,bathrooms,toilets,furnished,serviced,shared,parking,category,type,sub_type,state,locality,listdate
9484,60000.0,2,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-08-20 13:02:00
9485,40000.0,1,1,1.0,0,0,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-08-20 13:35:00
9492,75000.0,3,4,4.0,0,0,0,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-21 19:31:00
9497,37500.0,2,1,1.0,0,0,0,1,For Rent,House,Semi-detached Duplex,Kiambu,Ruiru,2022-08-23 08:08:00
9502,35000.0,3,0,2.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Embakasi,2022-08-23 15:35:00
9505,40000.0,1,1,2.0,0,0,0,1,For Rent,Apartment,Missing,Nairobi,Lavington,2022-08-24 09:22:00
9506,100000.0,3,3,4.0,0,0,0,3,For Rent,House,Missing,Nairobi,Kileleshwa,2022-08-24 09:31:00
9511,60000.0,3,3,0.0,0,1,1,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-24 18:55:00
9512,110000.0,3,3,3.0,0,1,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-08-24 22:28:00
9513,110000.0,3,2,2.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-08-24 22:43:00
9515,150000.0,2,2,0.0,1,1,0,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-25 10:35:00
9516,200000.0,2,2,2.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-08-25 11:18:00
9517,180000.0,2,2,2.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-08-25 11:20:00
9520,40000.0,3,2,0.0,0,0,0,0,For Rent,House,Missing,Mombasa,Nyali,2022-08-26 09:58:00
9524,7000.0,1,1,1.0,0,1,0,0,For Rent,House,Townhouse,Nairobi,Kilimani,2022-08-26 12:27:00
9525,20000.0,2,2,2.0,0,1,0,1,For Rent,House,Missing,Kiambu,Thika,2022-08-26 12:41:00
9526,270000.0,4,4,4.0,0,0,0,4,For Rent,House,Townhouse,Nairobi,Kitisuru,2022-08-26 12:48:00
9529,100000.0,2,2,2.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-08-26 23:36:00
9530,240000.0,3,4,4.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-08-27 00:02:00
9534,25000.0,1,1,1.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-08-27 16:42:00
9535,30000.0,2,2,2.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-08-27 16:50:00
9536,85000.0,3,2,2.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-08-27 17:25:00
9537,60000.0,3,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-08-27 20:48:00
9539,80000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-08-27 21:33:00
9540,36000.0,3,3,3.0,0,1,0,3,For Rent,House,Missing,Nairobi,Nairobi West,2022-08-28 11:02:00
9541,15000.0,1,1,1.0,0,1,0,1,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-08-28 11:32:00
9542,20000.0,1,1,1.0,0,0,0,0,For Rent,Apartment,Mini Flat,Kiambu,Kikuyu,2022-08-28 11:41:00
9543,42000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-08-28 16:22:00
9544,30000.0,2,2,2.0,0,1,0,1,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-08-28 16:37:00
9545,130000.0,3,2,3.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Parklands,2022-08-30 08:46:00
9549,55000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-30 13:11:00
9552,180000.0,3,3,3.0,1,1,1,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-30 16:16:00
9554,18000.0,1,1,0.0,0,0,1,0,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-30 19:49:00
9582,38000.0,2,2,0.0,0,0,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-31 10:35:00
9586,180000.0,4,2,2.0,0,1,0,2,For Rent,House,Detached Bungalow,Nairobi,Karen,2022-08-31 14:54:00
9593,180000.0,4,3,3.0,0,0,0,4,For Rent,House,Townhouse,Nairobi,Kilimani,2022-01-09 15:40:00
9594,55000.0,2,2,2.0,0,0,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-01-09 18:17:00
9596,500000.0,5,6,5.0,1,0,0,1,For Rent,House,Townhouse,Nairobi,Karen,2022-01-09 18:42:00
9597,450000.0,5,6,5.0,1,0,0,2,For Rent,House,Townhouse,Nairobi,Kitisuru,2022-01-09 19:00:00
9599,280000.0,5,4,4.0,1,0,0,2,For Rent,House,Townhouse,Nairobi,Karen,2022-01-09 19:19:00
9630,40000.0,3,2,2.0,0,0,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-07-09 11:23:00
9631,100000.0,3,2,2.0,0,1,0,3,For Rent,House,Detached Bungalow,Nairobi,Karen,2022-07-09 14:01:00
9632,200000.0,4,4,4.0,0,1,0,5,For Rent,House,Missing,Nairobi,Karen,2022-07-09 14:06:00
9651,40000.0,2,2,2.0,0,1,1,0,For Rent,Apartment,Missing,Mombasa,Nyali,2022-07-09 19:50:00
9653,15000.0,1,1,0.0,0,1,1,1,For Rent,Apartment,Missing,Mombasa,Nyali,2022-07-09 19:54:00
9724,260000.0,5,6,5.0,1,0,0,0,For Rent,House,Townhouse,Nairobi,Karen,2022-08-09 11:05:00
9727,65000.0,2,2,2.0,1,1,1,0,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-09 12:08:00
9729,65000.0,2,2,2.0,1,1,0,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-09 12:30:00
9730,43000.0,4,3,3.0,0,0,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-09 12:41:00
9735,100000.0,1,1,2.0,1,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-08-09 19:20:00
9740,90000.0,3,3,3.0,0,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-09 13:44:00
9741,60000.0,3,4,4.0,0,0,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-09 13:49:00
9748,60000.0,2,1,1.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-10-09 09:05:00
9756,65000.0,2,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-11-09 13:35:00
9757,65000.0,2,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-13 00:08:00
9761,160000.0,4,3,3.0,0,0,0,2,For Rent,House,Townhouse,Nairobi,Kilimani,2022-09-13 12:33:00
9764,60000.0,3,3,3.0,0,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-13 17:48:00
9777,13000.0,1,1,1.0,0,0,0,1,For Rent,Apartment,Missing,Kajiado,Ngong,2022-09-14 12:23:00
9779,120000.0,1,1,1.0,1,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-14 13:34:00
9794,15000.0,2,1,1.0,0,0,0,2,For Rent,Apartment,Missing,Kajiado,Ngong,2022-09-14 16:48:00
9797,500000.0,6,6,6.0,0,0,0,6,For Rent,House,Missing,Nairobi,Westlands,2022-09-15 09:57:00
9798,280000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 10:19:00
9800,120000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 10:56:00
9802,200000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Parklands,2022-09-15 11:08:00
9803,120000.0,4,4,4.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Parklands,2022-09-15 11:11:00
9804,250000.0,3,3,3.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Parklands,2022-09-15 11:13:00
9805,160000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 11:16:00
9806,150000.0,2,2,2.0,0,0,0,3,For Rent,House,Missing,Nairobi,Embakasi,2022-09-15 11:19:00
9807,500000.0,5,5,5.0,0,0,0,4,For Rent,House,Missing,Nairobi,Westlands,2022-09-15 11:21:00
9818,130000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 22:56:00
9819,230000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 23:04:00
9821,200000.0,2,3,3.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 23:11:00
9822,200000.0,2,3,3.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-15 23:17:00
9823,180000.0,4,5,5.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-15 23:22:00
9824,180000.0,4,4,5.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-15 23:27:00
9825,220000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-15 23:31:00
9826,150000.0,4,5,5.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-16 09:37:00
9827,110000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-16 09:43:00
9828,110000.0,1,2,2.0,0,1,0,1,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-16 09:47:00
9829,120000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-16 09:52:00
9830,130000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-16 10:00:00
9831,130000.0,3,4,4.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-16 10:10:00
9832,160000.0,3,4,4.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Nairobi West,2022-09-16 10:24:00
9833,200000.0,3,3,4.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-16 10:34:00
9837,190000.0,3,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-16 17:32:00
9838,140000.0,3,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-16 17:36:00
9840,70000.0,3,3,3.0,0,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-16 19:58:00
9847,90000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-17 19:35:00
9848,130000.0,4,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-17 19:55:00
9849,80000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-17 20:15:00
9850,75000.0,3,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-17 20:34:00
9851,60000.0,1,1,1.0,0,1,0,1,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-17 20:40:00
9872,55000.0,3,3,3.0,0,0,1,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-19 12:58:00
9873,120000.0,3,2,2.0,1,0,0,1,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-19 15:13:00
9884,95000.0,3,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-20 18:51:00
9885,105000.0,4,3,3.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-20 18:54:00
9888,65000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-20 19:28:00
9926,7000.0,1,1,1.0,0,0,0,1,For Rent,House,Detached Duplex,Nairobi,Nairobi West,2022-09-21 09:13:00
9928,130000.0,3,3,1.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-09-21 09:52:00
9930,100000.0,2,2,1.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-09-21 10:00:00
9949,30000.0,3,0,2.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Embakasi,2022-09-21 15:10:00
9963,110000.0,2,2,2.0,1,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-22 12:54:00
9967,55000.0,3,2,2.0,1,0,0,2,For Rent,House,Detached Bungalow,Nairobi,Nairobi Central,2022-09-22 15:17:00
9973,120000.0,3,3,3.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-22 18:44:00
9974,230000.0,3,4,4.0,1,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-22 19:26:00
9975,130000.0,1,2,2.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-22 19:34:00
9976,110000.0,1,2,2.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-22 19:42:00
9977,150000.0,3,4,4.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-22 20:12:00
10012,160000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-24 09:05:00
10014,38000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-24 10:37:00
10025,120000.0,1,1,1.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-24 23:53:00
10033,150000.0,3,3,3.0,1,0,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-25 11:38:00
10034,250000.0,4,3,3.0,0,0,0,3,For Rent,House,Townhouse,Nairobi,Westlands,2022-09-25 13:28:00
10035,130000.0,3,4,4.0,0,1,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-26 10:55:00
10036,150000.0,4,4,4.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-26 11:06:00
10160,25000.0,3,2,3.0,0,0,0,2,For Rent,Apartment,Missing,Kajiado,Ongata Rongai,2022-09-27 14:50:00
10170,105000.0,1,2,2.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-27 21:03:00
10172,120000.0,1,1,1.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-27 21:06:00
10174,61000.0,3,0,3.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Parklands,2022-09-28 10:50:00
10185,190000.0,3,2,2.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-28 22:02:00
10193,120000.0,4,4,4.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Lavington,2022-09-29 07:45:00
10196,105000.0,1,1,1.0,1,1,0,1,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-29 15:57:00
10198,230000.0,3,3,3.0,1,1,0,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-09-29 16:37:00
10200,80000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-09-29 21:57:00
10205,22000.0,1,2,2.0,0,1,0,2,For Rent,Apartment,Mini Flat,Kiambu,Ruiru,2022-09-30 11:39:00
10206,70000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-09-30 13:31:00
10207,200000.0,4,4,4.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Parklands,2022-09-30 13:51:00
10208,200000.0,4,4,4.0,0,0,0,2,For Rent,House,Missing,Nairobi,Westlands,2022-09-30 13:55:00
10209,240000.0,2,2,2.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-30 14:11:00
10211,100000.0,2,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-30 16:31:00
10212,100000.0,2,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-30 16:33:00
10214,350000.0,5,5,5.0,0,0,0,6,For Rent,House,Missing,Nairobi,Westlands,2022-09-30 16:53:00
10221,55000.0,3,2,2.0,0,1,1,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-01-10 03:55:00
10229,43000.0,4,0,4.0,0,0,0,0,For Rent,House,Missing,Nairobi,Embakasi,2022-01-10 13:21:00
10230,110000.0,3,4,4.0,1,1,1,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-01-10 14:08:00
10236,100000.0,3,3,3.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2022-02-10 11:57:00
10238,65000.0,1,1,1.0,0,1,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-02-10 21:52:00
10239,100000.0,2,2,2.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-03-10 12:39:00
10240,80000.0,3,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-03-10 12:41:00
10243,50000.0,2,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-04-10 14:03:00
10258,180000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-05-10 12:26:00
10265,165000.0,3,4,4.0,1,1,1,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-06-10 07:42:00
10266,250000.0,5,4,4.0,0,0,0,4,For Rent,House,Missing,Nairobi,Westlands,2022-06-10 07:49:00
10267,215000.0,3,4,4.0,1,1,0,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-06-10 08:04:00
10269,70000.0,3,2,2.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-06-10 09:39:00
10270,95000.0,4,3,3.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-06-10 09:48:00
10277,300000.0,5,5,6.0,0,0,0,3,For Rent,House,Missing,Nairobi,Lavington,2022-07-10 12:16:00
10281,30000.0,1,1,1.0,0,1,0,1,For Rent,House,Missing,Nairobi,Westlands,2022-07-10 17:09:00
10282,80000.0,3,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-07-10 17:18:00
10284,65000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-07-10 17:25:00
10287,85000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-07-10 21:29:00
10290,65000.0,4,3,3.0,0,0,0,5,For Rent,House,Detached Bungalow,Kajiado,Ngong,2022-08-10 08:50:00
10320,260000.0,4,4,4.0,0,0,0,4,For Rent,House,Townhouse,Nairobi,Kitisuru,2022-09-10 13:28:00
10321,130000.0,3,3,4.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-09-10 13:52:00
10322,175000.0,5,5,6.0,0,0,0,4,For Rent,House,Townhouse,Nairobi,Westlands,2022-09-10 14:10:00
10324,260000.0,4,4,5.0,0,0,0,3,For Rent,House,Missing,Nairobi,Westlands,2022-09-10 21:04:00
10325,280000.0,4,4,4.0,0,0,0,2,For Rent,House,Townhouse,Nairobi,Karen,2022-09-10 21:25:00
10326,200000.0,4,4,4.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Karen,2022-09-10 21:38:00
10327,320000.0,4,4,3.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2022-09-10 21:50:00
10329,450000.0,5,5,5.0,0,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2022-09-10 22:13:00
10330,415000.0,5,4,5.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2022-09-10 22:25:00
10331,350000.0,8,7,7.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2022-09-10 22:37:00
10333,350000.0,5,4,4.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2022-09-10 22:53:00
10342,260000.0,4,4,5.0,0,0,0,3,For Rent,House,Missing,Nairobi,Kitisuru,2022-11-10 08:33:00
10343,400000.0,4,4,5.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2022-11-10 09:38:00
10347,85000.0,3,2,2.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-11-10 21:17:00
10412,100000.0,4,3,3.0,0,0,0,2,For Rent,House,Missing,Nairobi,Parklands,2022-12-10 09:42:00
10419,110000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-12-10 15:30:00
10420,120000.0,3,5,3.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Westlands,2022-12-10 15:39:00
10421,165000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Mombasa,Nyali,2022-12-10 17:55:00
10422,80000.0,2,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-12-10 19:37:00
10423,85000.0,3,4,4.0,0,1,0,3,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-12-10 20:32:00
10435,160000.0,4,5,5.0,0,0,0,2,For Rent,House,Missing,Nairobi,Lavington,2022-10-13 15:30:00
10439,75000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-13 18:44:00
10441,150000.0,2,0,2.0,1,1,0,2,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-10-14 10:27:00
10443,100000.0,2,2,2.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Embakasi,2022-10-14 12:10:00
10447,150000.0,5,4,6.0,0,0,0,2,For Rent,House,Missing,Nairobi,Lavington,2022-10-14 16:04:00
10451,55000.0,2,3,3.0,0,0,0,2,For Rent,House,Semi-detached Bungalow,Nairobi,Kilimani,2022-10-15 12:54:00
10452,40000.0,3,4,4.0,0,0,0,2,For Rent,House,Missing,Nairobi,Karen,2022-10-15 13:11:00
10453,26000.0,1,2,2.0,0,0,0,1,For Rent,House,Missing,Nairobi,Westlands,2022-10-15 14:49:00
10457,32000.0,2,3,3.0,0,0,0,2,For Rent,House,Missing,Nairobi,Karen,2022-10-16 08:54:00
10485,30000.0,2,2,2.0,0,0,0,2,For Rent,House,Missing,Nairobi,Lavington,2022-10-18 13:13:00
10487,15000.0,1,1,1.0,0,0,0,1,For Rent,House,Missing,Nairobi,Nairobi West,2022-10-18 13:26:00
10488,85000.0,4,5,5.0,0,0,0,4,For Rent,House,Missing,Kajiado,Ngong,2022-10-18 13:39:00
10496,140000.0,3,2,2.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-19 09:13:00
10497,130000.0,1,2,2.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2022-10-19 09:44:00
10498,250000.0,4,0,4.0,0,0,0,0,For Rent,House,Missing,Nairobi,Parklands,2022-10-19 09:58:00
10501,10000.0,1,1,1.0,0,0,0,2,For Rent,House,Missing,Kiambu,Ruiru,2022-10-19 15:46:00
10504,100000.0,3,3,4.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-19 17:56:00
10516,165000.0,4,4,4.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-10-20 16:18:00
10519,110000.0,2,1,1.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-10-21 09:42:00
10529,120000.0,2,2,2.0,1,1,1,2,For Rent,Apartment,Missing,Mombasa,Nyali,2022-10-21 16:43:00
10532,90000.0,3,2,2.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-22 08:14:00
10536,160000.0,4,4,5.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Westlands,2022-10-22 16:27:00
10538,65000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-23 11:48:00
10547,90000.0,4,4,3.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-25 09:39:00
10548,70000.0,1,1,1.0,1,0,0,1,For Rent,Apartment,Mini Flat,Nairobi,Westlands,2022-10-25 09:47:00
10556,350000.0,4,4,4.0,0,0,0,4,For Rent,House,Townhouse,Nairobi,Karen,2022-10-25 16:03:00
10557,180000.0,3,2,2.0,0,0,0,3,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-25 16:20:00
10572,150000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 09:25:00
10573,100000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 09:31:00
10576,100000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 09:45:00
10577,90000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 09:53:00
10578,47000.0,3,3,3.0,0,1,0,2,For Rent,Apartment,Missing,Kiambu,Thika,2022-10-26 09:57:00
10579,65000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 10:02:00
10580,250000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 10:08:00
10581,150000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-26 10:18:00
10593,150000.0,2,2,2.0,1,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-27 08:34:00
10594,110000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-27 08:50:00
10595,65000.0,2,2,2.0,0,0,0,1,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-27 08:57:00
10596,250000.0,5,5,6.0,0,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2022-10-27 09:04:00
10597,100000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-27 09:07:00
10598,85000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-27 09:14:00
10607,180000.0,5,6,6.0,0,0,0,4,For Rent,House,Townhouse,Nairobi,Kilimani,2022-10-27 17:10:00
10610,70000.0,1,1,1.0,1,1,0,1,For Rent,Apartment,Missing,Mombasa,Nyali,2022-10-28 05:32:00
10616,100000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-28 09:06:00
10617,18500.0,1,1,1.0,0,1,0,1,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-10-28 09:11:00
10618,170000.0,4,4,4.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-28 09:20:00
10619,100000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-28 09:37:00
10620,23000.0,2,2,2.0,0,1,0,2,For Rent,Apartment,Missing,Kiambu,Kikuyu,2022-10-28 09:45:00
10621,55000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Lavington,2022-10-28 09:47:00
10622,150000.0,1,2,2.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Westlands,2022-10-28 09:51:00
10623,230000.0,3,3,3.0,0,0,0,2,For Rent,Apartment,Missing,Nairobi,Kilimani,2022-10-28 09:59:00
10624,120000.0,1,1,1.0,1,1,0,1,For Rent,Apartment,Missing,Nairobi,Westlands,2022-10-28 10:00:00
