price,bedrooms,bathrooms,toilets,furnished,serviced,shared,parking,category,type,sub_type,state,locality,list_year,list_month
180000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
380000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,7
400000.0,5,5,0.0,0,0,0,2,For Rent,House,Missing,Nairobi,Westlands,2021,7
600000.0,8,8,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
350000.0,5,5,0.0,0,0,0,2,For Rent,House,Missing,Nairobi,Westlands,2021,7
300000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Kabete,2021,7
120000.0,2,2,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
280000.0,2,2,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
150000.0,4,3,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Juja,2021,7
150000.0,3,2,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Kileleshwa,2021,7
250000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
280000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
125000.0,1,1,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
140000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
100000.0,1,1,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
200000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
280000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Kikuyu,2021,7
110000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Kikuyu,2021,7
250000.0,5,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2021,7
350000.0,5,5,0.0,0,0,0,2,For Rent,House,Townhouse,Nairobi,Kitisuru,2021,7
17000.0,2,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Ruiru,2021,7
250000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
250000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
280000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,7
6500.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Juja,2021,7
350000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Nairobi Central,2021,7
350000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Karen,2021,7
300000.0,5,5,0.0,0,0,0,0,For Rent,House,Missing,Kiambu,Kabete,2021,7
50000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2021,7
160000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
90000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Kiambu,Kikuyu,2021,7
400000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,7
350000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,7
120000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
65000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
80000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
10000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Ruiru,2021,7
8000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Ruiru,2021,7
4500.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Ruiru,2021,7
450000.0,10,11,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
13000.0,2,1,0.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
350000.0,4,4,0.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
130000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
250000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
12000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Thika,2021,7
105000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
150000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
220000.0,5,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
115000.0,1,1,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
150000.0,2,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
130000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
300000.0,4,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
90000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
470000.0,8,8,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
400000.0,3,2,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Westlands,2021,7
180000.0,2,1,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
320000.0,5,5,0.0,0,0,0,2,For Rent,House,Missing,Nairobi,Westlands,2021,7
165000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
200000.0,3,3,0.0,1,0,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
105000.0,3,4,0.0,0,0,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
200000.0,3,4,0.0,0,0,0,1,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
350000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
150000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
160000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
450000.0,10,11,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
130000.0,2,1,0.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
350000.0,4,4,0.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
130000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
250000.0,5,6,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
250000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
130000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
130000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
35000.0,2,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2021,7
200000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
150000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,7
190000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,7
100000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
80000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
100000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
250000.0,5,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
150000.0,4,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
150000.0,3,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
450000.0,5,6,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
130000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
210000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
150000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
350000.0,6,6,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Thika,2021,7
40000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2021,7
60000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2021,7
180000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
100000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
140000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
95000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
220000.0,3,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
200000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
100000.0,4,4,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Kitisuru,2021,7
350000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
200000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
110000.0,3,3,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Parklands,2021,7
220000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
190000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Parklands,2021,7
85000.0,3,4,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
50000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Kajiado,Kitengela,2021,7
160000.0,4,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
500000.0,8,9,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
40000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Ruiru,2021,7
150000.0,2,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Ngong,2021,7
110000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
130000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
400000.0,5,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Nairobi Central,2021,7
380000.0,5,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Kitisuru,2021,7
350000.0,4,5,0.0,0,0,0,4,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
350000.0,4,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,7
300000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
300000.0,4,4,0.0,0,1,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
350000.0,4,4,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Kitisuru,2021,7
450000.0,4,4,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Lavington,2021,7
350000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Ruiru,2021,7
300000.0,4,5,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
380000.0,4,3,0.0,0,0,0,0,For Rent,House,Detached Duplex,Kiambu,Kabete,2021,7
220000.0,4,3,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Kileleshwa,2021,7
300000.0,5,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,7
285000.0,4,5,0.0,1,0,0,0,For Rent,House,Townhouse,Nairobi,Nairobi West,2021,7
250000.0,3,5,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
250000.0,4,6,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,7
62500.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
250000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Lavington,2021,7
250000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Kitisuru,2021,7
250000.0,6,7,0.0,1,0,0,0,For Rent,House,Townhouse,Nairobi,Kitisuru,2021,7
250000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Kitisuru,2021,7
220000.0,4,3,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Westlands,2021,7
200000.0,4,6,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
200000.0,5,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
200000.0,3,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
200000.0,4,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
180000.0,3,3,0.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
180000.0,3,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
150000.0,4,3,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
150000.0,3,3,0.0,0,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
150000.0,2,4,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
145000.0,3,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
450000.0,6,6,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,7
300000.0,5,5,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Parklands,2021,7
250000.0,4,4,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Westlands,2021,7
200000.0,2,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
180000.0,4,4,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Kitisuru,2021,7
150000.0,4,4,0.0,0,0,0,0,For Rent,House,Detached Duplex,Mombasa,Nyali,2021,7
135000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Mombasa,Nyali,2021,7
200000.0,4,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
200000.0,4,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Kitisuru,2021,7
200000.0,3,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
150000.0,3,3,0.0,0,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
150000.0,2,4,0.0,1,0,0,0,For Rent,Apartment,Mini Flat,Nairobi,Kilimani,2021,7
145000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
135000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Kilimani,2021,7
130000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
130000.0,2,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
130000.0,2,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
128500.0,3,4,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
120000.0,4,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Parklands,2021,7
120000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
120000.0,4,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
120000.0,1,2,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
120000.0,3,4,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
110000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Ngong,2021,7
102000.0,2,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
300000.0,4,5,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
300000.0,5,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
290000.0,4,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
285000.0,4,5,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
250000.0,3,5,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
250000.0,4,6,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,7
250000.0,4,4,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,7
250000.0,5,6,0.0,1,0,0,0,For Rent,House,Terraced Bungalow,Nairobi,Kitisuru,2021,7
250000.0,6,7,0.0,1,0,0,0,For Rent,House,Missing,Nairobi,Kitisuru,2021,7
250000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Kitisuru,2021,7
220000.0,4,3,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,7
220000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Kitisuru,2021,7
220000.0,6,7,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Kitisuru,2021,7
200000.0,2,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
200000.0,4,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,7
200000.0,4,6,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
200000.0,3,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
200000.0,4,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
81000.0,1,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
85000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
85000.0,2,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
88500.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
88500.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
8500.0,4,0,3.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Nairobi Central,2021,7
100000.0,1,2,0.0,1,0,0,0,For Rent,Apartment,Mini Flat,Nairobi,Kileleshwa,2021,7
100000.0,4,6,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
100000.0,3,3,0.0,0,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
100000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
100000.0,3,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
72500.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
75000.0,2,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
75000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
76000.0,3,3,0.0,0,1,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
78500.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
79500.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
40000.0,3,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Ongata Rongai,2021,7
45000.0,4,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Ongata Rongai,2021,7
45000.0,1,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
48500.0,0,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kitisuru,2021,7
55000.0,3,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Kikuyu,2021,7
60000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Ongata Rongai,2021,7
65000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
65000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Ngong,2021,7
45000.0,4,2,0.0,0,0,0,0,For Rent,House,Missing,Kajiado,Ongata Rongai,2021,7
40000.0,3,3,0.0,0,0,0,0,For Rent,House,Missing,Kajiado,Ongata Rongai,2021,7
40000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Nairobi Central,2021,7
200000.0,4,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,7
200000.0,4,5,0.0,0,0,0,0,For Rent,House,Missing,Mombasa,Nyali,2021,7
75000.0,3,3,0.0,0,0,0,0,For Rent,House,Detached Duplex,Mombasa,Nyali,2021,7
40000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Mombasa,Nyali,2021,7
90000.0,4,3,0.0,0,0,0,0,For Rent,House,Detached Duplex,Mombasa,Nyali,2021,7
150000.0,4,5,0.0,0,0,0,0,For Rent,House,Detached Duplex,Mombasa,Nyali,2021,7
100000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Mini Flat,Nairobi,Westlands,2021,7
60000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Mombasa,Nyali,2021,7
75000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Parklands,2021,7
90000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Parklands,2021,7
90000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,7
37000.0,3,2,0.0,0,0,0,0,For Rent,House,Detached Duplex,Mombasa,Nyali,2021,7
60000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,7
7500.0,0,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Kajiado,Kitengela,2021,7
260000.0,5,5,0.0,0,0,0,0,For Rent,House,Missing,Kiambu,Kabete,2021,7
180000.0,3,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Nairobi Central,2021,7
42000.0,3,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Thika,2021,7
100000.0,2,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Thika,2021,7
140000.0,2,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Thika,2021,7
155000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Thika,2021,7
160000.0,4,3,0.0,0,0,0,0,For Rent,House,Detached Bungalow,Kiambu,Thika,2021,7
175000.0,4,4,0.0,0,0,0,0,For Rent,House,Townhouse,Kiambu,Thika,2021,7
200000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Kiambu,Thika,2021,7
120000.0,3,4,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,7
250000.0,4,5,0.0,1,0,0,0,For Rent,House,Townhouse,Nairobi,Kileleshwa,2021,7
220000.0,2,3,0.0,1,1,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,1
300000.0,5,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,1
230000.0,5,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Kileleshwa,2021,1
150000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,1
330000.0,4,5,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,1
240000.0,3,4,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Nairobi Central,2021,1
350000.0,5,6,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,1
350000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Karen,2021,1
450000.0,5,7,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,1
330000.0,4,6,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,1
75000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,1
80000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,1
160000.0,3,3,0.0,1,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,1
75000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kilimani,2021,1
140000.0,3,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,1
500000.0,5,7,0.0,0,0,0,4,For Rent,House,Missing,Nairobi,Kitisuru,2021,1
140000.0,1,1,0.0,1,1,0,0,For Rent,Apartment,Mini Flat,Nairobi,Westlands,2021,1
100000.0,1,1,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,1
70000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Lavington,2021,1
350000.0,5,6,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Westlands,2021,1
75000.0,2,2,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,1
200000.0,5,6,0.0,0,0,0,0,For Rent,House,Townhouse,Nairobi,Westlands,2021,1
96000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Kileleshwa,2021,1
90000.0,3,3,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,1
200000.0,5,3,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Lavington,2021,2
180000.0,4,5,0.0,0,0,0,0,For Rent,Apartment,Missing,Nairobi,Westlands,2021,3
500000.0,7,7,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
500000.0,7,8,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
500000.0,5,5,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
380000.0,6,8,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
350000.0,4,4,0.0,0,0,0,0,For Rent,House,Missing,Nairobi,Karen,2021,10
300000.0,5,5,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
300000.0,4,5,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
270000.0,4,5,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
270000.0,4,5,0.0,0,0,0,0,For Rent,House,Detached Duplex,Nairobi,Karen,2021,10
